United States, Period fertility tables, birth orders 1 to 5+
Last modified: 22/06/2018
Year     x       w0x       m1x       q1x     l0x    b1x     L0x   Sb1x       w1x       m2x       q2x    l1x    b2x     L1x   Sb2x       w2x       m3x       q3x    l2x    b3x     L2x   Sb3x       w3x       m4x       q4x    l3x    b4x     L3x   Sb4x       w4x      m5px      q5px    l4x   b5px     L4x  Sb5px
1963    12-  1.00000   0.00000   0.00000   10000      0   10000      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
1963    13   0.99987   0.00025   0.00025   10000      2    9999      0   0.00012   0.10944   0.10376      0      0       1      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
1963    14   0.99783   0.00391   0.00390    9998     39    9978      2   0.00208   0.08792   0.08422      2      2      22      0   0.00009   0.10812   0.10257      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
1963    15   0.99040   0.01146   0.01140    9959    114    9902     41   0.00899   0.10148   0.09658     39     10      94      2   0.00058   0.10042   0.09562      2      0       4      0   0.00003   0.00000   0.00000      0      0       0      0   0.00000         .         .      0      0       0      0
1963    16   0.96931   0.02970   0.02926    9845    288    9701    155   0.02733   0.15183   0.14111    143     42     277     12   0.00308   0.13054   0.12254     11      3      21      0   0.00026   0.12944   0.12157      0      0       1      0   0.00002   0.05506   0.05359      0      0       0      0
1963    17   0.92365   0.06026   0.05849    9557    559    9277    443   0.06317   0.21813   0.19668    389    138     631     54   0.01164   0.17722   0.16280     51     15      85      3   0.00139   0.15817   0.14657      3      1       7      0   0.00015   0.24217   0.21601      0      0       0      0
1963    18   0.85095   0.09541   0.09106    8998    819    8588   1002   0.11285   0.26113   0.23098    811    294    1127    191   0.03034   0.20082   0.18249    173     50     251     18   0.00511   0.18515   0.16946     17      6      31      1   0.00075   0.21016   0.19017      1      1       3      0
1963    19   0.75149   0.14622   0.13626    8179   1114    7621   1821   0.17140   0.28450   0.24907   1336    491    1727    486   0.06039   0.23990   0.21421    417    129     539     69   0.01390   0.22410   0.20152     62     22     100      7   0.00282   0.22684   0.20373      7      3      13      1
1963    20   0.63606   0.16791   0.15491    7064   1094    6517   2936   0.22449   0.29733   0.25885   1959    670    2253    977   0.10198   0.23878   0.21331    779    227     949    198   0.02929   0.23825   0.21289    168     56     234     29   0.00818   0.23886   0.21337     29     11      47      4
1963    21   0.52038   0.18509   0.16942    5970   1011    5464   4030   0.25574   0.31891   0.27505   2384    817    2561   1647   0.15161   0.24246   0.21624   1222    344    1418    424   0.05316   0.23740   0.21221    339    103     436     85   0.01911   0.24309   0.21675     85     29     121     15
1963    22   0.41529   0.19331   0.17627    4958    874    4521   5042   0.26414   0.32185   0.27723   2578    855    2658   2463   0.19879   0.23766   0.21242   1695    445    1873    768   0.08448   0.22678   0.20368    580    159     701    188   0.03730   0.25023   0.22240    188     62     248     44
1963    23   0.32943   0.19741   0.17968    4084    734    3717   5916   0.25529   0.31794   0.27433   2597    829    2607   3319   0.23553   0.23368   0.20923   2106    524    2241   1213   0.11695   0.22641   0.20339    866    226     998    347   0.06280   0.25511   0.22625    347    111     435    106
1963    24   0.26273   0.19208   0.17525    3351    587    3057   6649   0.23722   0.30305   0.26317   2502    747    2466   4148   0.26102   0.21329   0.19274   2411    535    2508   1737   0.14594   0.20556   0.18640   1164    265    1288    573   0.09308   0.23332   0.20895    573    159     682    217
1963    25   0.21421   0.18155   0.16644    2763    460    2533   7237   0.21517   0.29046   0.25362   2341    661    2274   4895   0.27456   0.20095   0.18260   2623    539    2681   2272   0.17025   0.19288   0.17592   1434    298    1547    838   0.12581   0.22896   0.20544    838    221     964    376
1963    26   0.17968   0.16285   0.15059    2303    347    2130   7697   0.19211   0.26817   0.23646   2141    553    2061   5556   0.27844   0.18567   0.16989   2745    513    2765   2811   0.18984   0.17909   0.16437   1674    317    1770   1136   0.15994   0.21590   0.19487   1136    275    1274    597
1963    27   0.15091   0.14601   0.13608    1957    266    1823   8043   0.17090   0.24479   0.21810   1935    455    1857   6109   0.27814   0.16889   0.15574   2785    469    2779   3324   0.20626   0.16425   0.15178   1871    320    1945   1453   0.19379   0.20420   0.18529   1453    326    1595    872
1963    28   0.12990   0.13119   0.12311    1690    208    1586   8310   0.15293   0.22123   0.19919   1747    371    1677   6563   0.27360   0.15427   0.14322   2770    424    2745   3793   0.21845   0.14837   0.13813   2020    308    2079   1773   0.22513   0.19177   0.17499   1773    367    1912   1198
1963    29   0.12083   0.10903   0.10340    1482    153    1406   8518   0.13805   0.19510   0.17776   1584    296    1520   6934   0.26578   0.13617   0.12749   2717    366    2685   4217   0.22423   0.13286   0.12458   2135    289    2176   2081   0.25111   0.17464   0.16062   2081    387    2214   1565
1963    30   0.11734   0.09038   0.08647    1329    115    1271   8671   0.12701   0.16439   0.15190   1441    228    1389   7231   0.25841   0.11620   0.10982   2648    304    2612   4582   0.22594   0.11648   0.11007   2212    260    2236   2370   0.27130   0.16238   0.15019   2370    405    2492   1952
1963    31   0.11571   0.07241   0.06988    1214     85    1172   8786   0.11986   0.13993   0.13078   1327    180    1283   7459   0.25158   0.10257   0.09756   2573    260    2534   4886   0.22637   0.10500   0.09976   2255    238    2268   2631   0.28648   0.14629   0.13632   2631    401    2743   2356
1963    32   0.11430   0.06180   0.05994    1129     68    1095   8871   0.11489   0.12750   0.11986   1232    152    1192   7638   0.24563   0.09043   0.08652   2492    222    2458   5146   0.22638   0.09557   0.09122   2277    218    2281   2869   0.29880   0.14423   0.13453   2869    429    2973   2758
1963    33   0.11448   0.04863   0.04748    1062     50    1036   8938   0.11523   0.09983   0.09509   1148    112    1119   7790   0.24122   0.07588   0.07311   2422    181    2388   5368   0.22297   0.08305   0.07974   2281    189    2279   3087   0.30610   0.13230   0.12409   3087    420    3178   3186
1963    34   0.11372   0.04035   0.03955    1011     40     991   8989   0.12410   0.07336   0.07076   1087     78    1068   7902   0.23749   0.06238   0.06050   2353    145    2320   5549   0.21839   0.06938   0.06706   2273    157    2268   3276   0.30630   0.11562   0.10930   3276    388    3352   3607
1963    35   0.10589   0.03568   0.03505     971     34     954   9029   0.13426   0.05835   0.05669   1048     60    1036   7980   0.23749   0.05224   0.05091   2286    118    2258   5694   0.21611   0.06114   0.05932   2260    138    2252   3434   0.30625   0.10871   0.10310   3434    381    3501   3994
1963    36   0.10534   0.02884   0.02843     937     27     924   9063   0.13520   0.04490   0.04391   1022     45    1013   8041   0.24153   0.04082   0.04001   2229     90    2207   5812   0.21292   0.05077   0.04952   2241    113    2230   3571   0.30501   0.09619   0.09177   3571    349    3627   4375
1963    37   0.11326   0.02247   0.02222     910     20     900   9090   0.12861   0.03756   0.03687   1003     37     995   8086   0.24620   0.03152   0.03104   2184     68    2169   5902   0.21084   0.04084   0.04003   2218     90    2207   3685   0.30109   0.08715   0.08351   3685    325    3729   4724
1963    38   0.11562   0.01789   0.01773     890     16     882   9110   0.12665   0.03050   0.03004    986     30     979   8124   0.25079   0.02622   0.02588   2153     56    2140   5971   0.20957   0.03498   0.03438   2196     76    2186   3775   0.29736   0.07982   0.07676   3775    304    3812   5049
1963    39   0.12081   0.01360   0.01351     874     12     869   9126   0.13043   0.02185   0.02161    972     21     967   8154   0.25311   0.01902   0.01884   2127     40    2117   6027   0.20551   0.02654   0.02619   2175     58    2167   3851   0.29014   0.06596   0.06385   3851    256    3880   5353
1963    40   0.13087   0.00839   0.00836     863      7     859   9137   0.13481   0.01600   0.01587    963     15     959   8175   0.25267   0.01375   0.01365   2108     29    2101   6067   0.20040   0.02022   0.02001   2158     43    2151   3909   0.28125   0.05262   0.05127   3909    207    3930   5609
1963    41   0.13590   0.00576   0.00574     855      5     853   9145   0.14165   0.00947   0.00943    955      9     953   8190   0.25045   0.00920   0.00915   2094     19    2089   6096   0.19643   0.01384   0.01375   2144     30    2138   3952   0.27557   0.03933   0.03857   3952    156    3967   5816
1963    42   0.14060   0.00416   0.00416     850      4     849   9150   0.14819   0.00703   0.00701    950      7     949   8199   0.24732   0.00659   0.00657   2084     14    2081   6115   0.19253   0.01022   0.01016   2133     22    2129   3982   0.27136   0.03197   0.03147   3982    128    3993   5972
1963    43   0.15492   0.00212   0.00211     847      2     846   9153   0.15364   0.00365   0.00364    947      3     947   8206   0.24430   0.00356   0.00356   2077      7    2075   6129   0.18596   0.00607   0.00605   2125     13    2122   4003   0.26118   0.02139   0.02117   4003     86    4010   6100
1963    44   0.17340   0.00085   0.00085     845      1     845   9155   0.15817   0.00173   0.00173    946      2     945   8209   0.24315   0.00206   0.00206   2073      4    2072   6136   0.17812   0.00305   0.00305   2120      6    2119   4016   0.24717   0.01161   0.01154   4016     47    4020   6185
1963    45         .         .         .     844      .       .   9156         .         .         .    945      .       .   8211         .         .         .   2070      .       .   6140         .         .         .   2118      .       .   4023         .         .         .   4023      .       .   6232
1963    46         .         .         .       .      .       .      .         .         .         .      .      .       .      .         .         .         .      .      .       .      .         .         .         .      .      .       .      .         .         .         .      .      .       .      .
1963    47         .         .         .       .      .       .      .         .         .         .      .      .       .      .         .         .         .      .      .       .      .         .         .         .      .      .       .      .         .         .         .      .      .       .      .
1963    48         .         .         .       .      .       .      .         .         .         .      .      .       .      .         .         .         .      .      .       .      .         .         .         .      .      .       .      .         .         .         .      .      .       .      .
1963    49         .         .         .       .      .       .      .         .         .         .      .      .       .      .         .         .         .      .      .       .      .         .         .         .      .      .       .      .         .         .         .      .      .       .      .
1963    50         .         .         .       .      .       .      .         .         .         .      .      .       .      .         .         .         .      .      .       .      .         .         .         .      .      .       .      .         .         .         .      .      .       .      .
1963    51         .         .         .       .      .       .      .         .         .         .      .      .       .      .         .         .         .      .      .       .      .         .         .         .      .      .       .      .         .         .         .      .      .       .      .
1963    52         .         .         .       .      .       .      .         .         .         .      .      .       .      .         .         .         .      .      .       .      .         .         .         .      .      .       .      .         .         .         .      .      .       .      .
1963    53         .         .         .       .      .       .      .         .         .         .      .      .       .      .         .         .         .      .      .       .      .         .         .         .      .      .       .      .         .         .         .      .      .       .      .
1963    54         .         .         .       .      .       .      .         .         .         .      .      .       .      .         .         .         .      .      .       .      .         .         .         .      .      .       .      .         .         .         .      .      .       .      .
1963    55+        .         .         .       .      .       .      .         .         .         .      .      .       .      .         .         .         .      .      .       .      .         .         .         .      .      .       .      .         .         .         .      .      .       .      .
1964    12-  1.00000   0.00000   0.00000   10000      0   10000      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
1964    13   0.99987   0.00025   0.00025   10000      3    9999      0   0.00013   0.09759   0.09305      0      0       1      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
1964    14   0.99776   0.00401   0.00400    9997     40    9977      3   0.00214   0.08473   0.08129      2      2      22      0   0.00009   0.06719   0.06501      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
1964    15   0.99019   0.01141   0.01135    9957    113    9901     43   0.00914   0.11022   0.10446     41     10      95      2   0.00064   0.08763   0.08396      2      0       4      0   0.00003   0.11569   0.10936      0      0       0      0   0.00000         .         .      0      0       0      0
1964    16   0.97028   0.03015   0.02971    9844    292    9698    156   0.02659   0.15509   0.14393    143     43     279     12   0.00288   0.12973   0.12183     12      3      22      0   0.00023   0.12475   0.11743      0      0       1      0   0.00002   0.14753   0.13740      0      0       0      0
1964    17   0.92794   0.05585   0.05433    9552    519    9293    448   0.06031   0.19527   0.17790    392    120     617     56   0.01035   0.16205   0.14990     53     14      84      3   0.00125   0.15665   0.14527      3      1       7      0   0.00014   0.23110   0.20717      0      0       0      0
1964    18   0.85656   0.09259   0.08850    9033    799    8633    967   0.10968   0.24881   0.22128    791    274    1103    176   0.02825   0.20887   0.18912    159     48     232     17   0.00478   0.18522   0.16952     16      5      29      1   0.00072   0.18345   0.16804      1      0       3      0
1964    19   0.75700   0.13924   0.13018    8234   1072    7698   1766   0.16930   0.26396   0.23319   1316    448    1698    451   0.05791   0.23096   0.20705    385    115     499     65   0.01311   0.21716   0.19589     59     20      93      7   0.00268   0.20533   0.18621      7      3      12      1
1964    20   0.64503   0.16064   0.14870    7162   1065    6629   2838   0.22238   0.27978   0.24545   1939    625    2234    899   0.09738   0.22829   0.20491    718    202     883    180   0.02760   0.23025   0.20648    154     49     211     27   0.00761   0.23552   0.21070     27     10      43      3
1964    21   0.53548   0.17764   0.16315    6097    995    5600   3903   0.25373   0.29614   0.25794   2379    761    2570   1524   0.14444   0.22631   0.20330   1142    302    1333    382   0.04894   0.22876   0.20528    307     89     391     75   0.01741   0.23519   0.21045     75     25     107     13
1964    22   0.43207   0.18839   0.17217    5102    878    4663   4898   0.26357   0.30364   0.26362   2613    822    2708   2285   0.19234   0.22078   0.19883   1601    394    1787    684   0.07803   0.21445   0.19368    519    135     628    165   0.03398   0.23369   0.20924    165     50     215     38
1964    23   0.34226   0.19177   0.17499    4224    739    3854   5776   0.25612   0.30277   0.26296   2669    814    2688   3107   0.23110   0.21662   0.19545   2029    473    2182   1078   0.11184   0.20757   0.18806    778    188     904    299   0.05868   0.24177   0.21569    299     90     373     89
1964    24   0.27164   0.18539   0.16966    3485    591    3189   6515   0.23815   0.28949   0.25289   2595    742    2562   3921   0.25731   0.20057   0.18229   2370    498    2482   1551   0.14320   0.19392   0.17678   1064    230    1186    487   0.08970   0.23132   0.20734    487    134     581    179
1964    25   0.21801   0.17985   0.16501    2893    477    2655   7107   0.21592   0.28021   0.24578   2444    668    2382   4663   0.27340   0.18958   0.17317   2614    510    2688   2048   0.16930   0.17966   0.16485   1331    260    1448    717   0.12337   0.21282   0.19235    717    176     827    313
1964    26   0.17986   0.16664   0.15383    2416    372    2230   7584   0.19313   0.26313   0.23254   2254    573    2178   5330   0.27885   0.17734   0.16290   2772    498    2808   2558   0.19007   0.16748   0.15454   1581    282    1685    977   0.15809   0.20267   0.18402    977    223    1099    489
1964    27   0.15351   0.15224   0.14147    2044    289    1900   7956   0.17188   0.24077   0.21490   2053    476    1977   5903   0.27652   0.16267   0.15044   2847    464    2853   3056   0.20525   0.15490   0.14376   1797    291    1882   1259   0.19284   0.18880   0.17252   1259    262    1388    712
1964    28   0.13081   0.13712   0.12832    1755    225    1643   8245   0.15350   0.21487   0.19403   1866    386    1797   6379   0.27192   0.14895   0.13863   2859    423    2842   3520   0.21771   0.14133   0.13200   1970    288    2038   1551   0.22605   0.17990   0.16506   1551    302    1681    974
1964    29   0.11419   0.12893   0.12113    1530    185    1437   8470   0.13866   0.18866   0.17240   1705    311    1651   6765   0.26491   0.13411   0.12568   2822    374    2791   3944   0.22656   0.12813   0.12042   2105    276    2155   1839   0.25567   0.16653   0.15373   1839    327    1965   1276
1964    30   0.10849   0.10144   0.09655    1345    130    1280   8655   0.12682   0.15971   0.14790   1579    244    1527   7077   0.25644   0.11657   0.11015   2759    317    2724   4318   0.22944   0.11177   0.10585   2203    250    2238   2115   0.27881   0.15246   0.14166   2115    340    2231   1604
1964    31   0.10768   0.08095   0.07780    1215     95    1168   8785   0.11815   0.13662   0.12788   1465    194    1418   7321   0.24950   0.09649   0.09205   2685    256    2655   4635   0.22882   0.09838   0.09377   2270    225    2287   2365   0.29585   0.13531   0.12674   2365    334    2471   1944
1964    32   0.10784   0.06771   0.06549    1120     73    1084   8880   0.11244   0.12099   0.11409   1365    160    1324   7514   0.24347   0.08797   0.08426   2623    228    2590   4892   0.22765   0.09019   0.08630   2301    209    2313   2590   0.30860   0.13547   0.12688   2590    364    2689   2278
1964    33   0.10775   0.05742   0.05582    1047     58    1018   8953   0.10872   0.10126   0.09638   1279    126    1246   7675   0.23844   0.07383   0.07120   2555    186    2526   5119   0.22662   0.07861   0.07564   2321    183    2324   2799   0.31847   0.12230   0.11525   2799    353    2886   2643
1964    34   0.10908   0.04793   0.04680     988     46     965   9012   0.11043   0.08262   0.07934   1211     98    1186   7801   0.23513   0.06127   0.05945   2495    151    2469   5306   0.22250   0.06948   0.06715   2325    161    2321   2981   0.32286   0.11380   0.10767   2981    348    3059   2996
1964    35   0.10927   0.03867   0.03794     942     36     924   9058   0.12023   0.06016   0.05840   1159     69    1143   7899   0.23247   0.05013   0.04891   2442    121    2416   5457   0.21768   0.05691   0.05534   2315    131    2310   3143   0.32034   0.09975   0.09501   3143    320    3207   3344
1964    36   0.10229   0.03306   0.03252     906     29     892   9094   0.13115   0.04319   0.04227   1126     48    1117   7967   0.23330   0.04111   0.04028   2389     97    2365   5578   0.21527   0.04859   0.04744   2304    112    2298   3274   0.31799   0.09160   0.08759   3274    305    3329   3664
1964    37   0.10241   0.02699   0.02663     877     23     865   9123   0.13284   0.03417   0.03360   1107     38    1100   8016   0.23815   0.03127   0.03079   2340     73    2323   5675   0.21198   0.04006   0.03928   2290     91    2281   3386   0.31462   0.08308   0.07976   3386    285    3431   3968
1964    38   0.11084   0.02115   0.02093     854     18     845   9146   0.12682   0.02835   0.02796   1093     31    1087   8053   0.24343   0.02526   0.02495   2305     58    2292   5748   0.20997   0.03317   0.03262   2271     75    2263   3477   0.30895   0.07292   0.07035   3477    256    3514   4254
1964    39   0.11367   0.01540   0.01528     836     13     829   9164   0.12533   0.02208   0.02184   1080     24    1075   8084   0.24851   0.01858   0.01841   2278     42    2269   5806   0.20881   0.02615   0.02581   2254     59    2246   3552   0.30368   0.06383   0.06185   3552    229    3581   4510
1964    40   0.11934   0.01150   0.01143     823      9     818   9177   0.12945   0.01552   0.01540   1069     17    1066   8108   0.25146   0.01367   0.01358   2260     31    2253   5848   0.20487   0.01948   0.01929   2237     43    2231   3611   0.29487   0.05031   0.04907   3611    183    3632   4738
1964    41   0.12984   0.00705   0.00703     814      6     811   9186   0.13417   0.00897   0.00893   1062     10    1060   8124   0.25148   0.00882   0.00878   2245     20    2240   5879   0.19996   0.01243   0.01235   2225     28    2221   3654   0.28456   0.03644   0.03579   3654    134    3668   4921
1964    42   0.13518   0.00453   0.00452     808      4     806   9192   0.14126   0.00585   0.00583   1058      6    1057   8134   0.24964   0.00603   0.00602   2235     13    2232   5899   0.19610   0.00917   0.00912   2217     20    2213   3682   0.27782   0.02950   0.02907   3682    109    3692   5055
1964    43   0.14012   0.00274   0.00274     804      2     803   9196   0.14793   0.00350   0.00349   1056      4    1055   8140   0.24685   0.00339   0.00338   2228      8    2226   5912   0.19224   0.00574   0.00572   2210     13    2207   3702   0.27287   0.02009   0.01989   3702     74    3709   5164
1964    44   0.15465   0.00146   0.00146     802      1     801   9198   0.15351   0.00171   0.00171   1054      2    1054   8144   0.24403   0.00201   0.00200   2224      4    2223   5920   0.18579   0.00328   0.00327   2205      7    2203   3715   0.26203   0.01159   0.01152   3715     43    3718   5238
1964    45   0.17327   0.00050   0.00050     801      0     801   9199   0.15810   0.00065   0.00065   1054      1    1053   8146   0.24298   0.00093   0.00092   2221      2    2221   5924   0.17806   0.00149   0.00149   2202      3    2201   3722   0.24759   0.00605   0.00603   3722     23    3724   5281
1964    46         .         .         .     800      .       .   9200         .         .         .   1053      .       .   8146         .         .         .   2220      .       .   5926         .         .         .   2201      .       .   3725         .         .         .   3725      .       .   5304
1964    47         .         .         .       .      .       .      .         .         .         .      .      .       .      .         .         .         .      .      .       .      .         .         .         .      .      .       .      .         .         .         .      .      .       .      .
1964    48         .         .         .       .      .       .      .         .         .         .      .      .       .      .         .         .         .      .      .       .      .         .         .         .      .      .       .      .         .         .         .      .      .       .      .
1964    49         .         .         .       .      .       .      .         .         .         .      .      .       .      .         .         .         .      .      .       .      .         .         .         .      .      .       .      .         .         .         .      .      .       .      .
1964    50         .         .         .       .      .       .      .         .         .         .      .      .       .      .         .         .         .      .      .       .      .         .         .         .      .      .       .      .         .         .         .      .      .       .      .
1964    51         .         .         .       .      .       .      .         .         .         .      .      .       .      .         .         .         .      .      .       .      .         .         .         .      .      .       .      .         .         .         .      .      .       .      .
1964    52         .         .         .       .      .       .      .         .         .         .      .      .       .      .         .         .         .      .      .       .      .         .         .         .      .      .       .      .         .         .         .      .      .       .      .
1964    53         .         .         .       .      .       .      .         .         .         .      .      .       .      .         .         .         .      .      .       .      .         .         .         .      .      .       .      .         .         .         .      .      .       .      .
1964    54         .         .         .       .      .       .      .         .         .         .      .      .       .      .         .         .         .      .      .       .      .         .         .         .      .      .       .      .         .         .         .      .      .       .      .
1964    55+        .         .         .       .      .       .      .         .         .         .      .      .       .      .         .         .         .      .      .       .      .         .         .         .      .      .       .      .         .         .         .      .      .       .      .
1965    12-  1.00000   0.00000   0.00000   10000      0   10000      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
1965    13   0.99988   0.00024   0.00024   10000      2    9999      0   0.00012   0.08875   0.08498      0      0       1      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
1965    14   0.99777   0.00389   0.00388    9998     39    9978      2   0.00214   0.07558   0.07283      2      2      22      0   0.00009   0.07063   0.06822      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
1965    15   0.99008   0.01159   0.01153    9959    115    9901     41   0.00926   0.10104   0.09619     39     10      95      2   0.00063   0.08389   0.08052      2      0       4      0   0.00003   0.04045   0.03965      0      0       0      0   0.00000         .         .      0      0       0      0
1965    16   0.97002   0.02968   0.02925    9844    288    9700    156   0.02681   0.14792   0.13774    145     41     279     11   0.00292   0.13267   0.12442     11      3      20      0   0.00023   0.13672   0.12798      0      0       1      0   0.00002   0.19218   0.17533      0      0       0      0
1965    17   0.93019   0.05484   0.05338    9556    510    9301    444   0.05904   0.18589   0.17008    391    114     613     53   0.00952   0.16644   0.15365     50     13      79      3   0.00112   0.15386   0.14287      3      1       6      0   0.00012   0.16304   0.15075      0      0       0      0
1965    18   0.86381   0.08641   0.08283    9046    749    8671    954   0.10644   0.21364   0.19302    787    232    1086    167   0.02497   0.18662   0.17069    150     40     214     16   0.00414   0.18368   0.16823     15      5      27      1   0.00064   0.17389   0.15998      1      0       2      0
1965    19   0.76686   0.12984   0.12192    8297   1012    7791   1703   0.16589   0.23946   0.21386   1305    400    1671    399   0.05304   0.21020   0.19021    343     94     450     56   0.01173   0.21465   0.19384     50     17      78      6   0.00246   0.19638   0.17882      6      2      11      0
1965    20   0.65592   0.14651   0.13651    7285    994    6788   2715   0.22043   0.24342   0.21701   1916    537    2205    799   0.09156   0.20544   0.18630    648    163     796    150   0.02518   0.21444   0.19368    128     38     176     23   0.00692   0.22947   0.20585     23      8      35      3
1965    21   0.54927   0.15997   0.14812    6291    932    5825   3709   0.25362   0.26553   0.23441   2374    680    2561   1336   0.13673   0.20136   0.18294   1022    243    1206    314   0.04475   0.21176   0.19148    254     68     323     60   0.01564   0.23466   0.21002     60     20      85     11
1965    22   0.44985   0.17228   0.15862    5359    850    4934   4641   0.26575   0.27025   0.23808   2625    740    2738   2016   0.18387   0.18905   0.17272   1459    311    1645    557   0.07050   0.19112   0.17445    428     99     517    129   0.03002   0.21539   0.19445    129     36     166     31
1965    23   0.35991   0.17762   0.16313    4509    736    4141   5491   0.26034   0.27653   0.24294   2736    766    2771   2756   0.22554   0.18557   0.16982   1888    382    2060    868   0.10217   0.18760   0.17151    640    140     746    228   0.05204   0.21211   0.19178    228     60     282     66
1965    24   0.28504   0.17185   0.15825    3773    597    3475   6227   0.24264   0.26393   0.23316   2705    709    2688   3522   0.25480   0.17371   0.15983   2272    418    2406   1250   0.13571   0.16606   0.15333    883    166     997    367   0.08182   0.20091   0.18257    367     87     435    126
1965    25   0.22748   0.16761   0.15465    3176    491    2931   6824   0.21974   0.25776   0.22833   2592    655    2542   4231   0.27146   0.16814   0.15510   2563    447    2661   1668   0.16486   0.15921   0.14747   1135    199    1250    533   0.11646   0.19233   0.17546    533    119     617    214
1965    26   0.18383   0.15977   0.14795    2685    397    2486   7315   0.19619   0.24191   0.21581   2428    572    2365   4887   0.27953   0.15682   0.14542   2771    444    2832   2115   0.18812   0.14465   0.13489   1383    216    1492    732   0.15233   0.17615   0.16189    732    145     825    332
1965    27   0.15341   0.15017   0.13968    2288    320    2128   7712   0.17481   0.22408   0.20150   2254    490    2186   5459   0.27876   0.14649   0.13649   2899    429    2928   2559   0.20531   0.13407   0.12565   1612    229    1708    948   0.18770   0.16441   0.15192    948    172    1049    478
1965    28   0.13310   0.13108   0.12302    1968    242    1847   8032   0.15605   0.20060   0.18231   2083    404    2014   5949   0.27201   0.13419   0.12575   2960    398    2964   2988   0.21672   0.12403   0.11679   1812    235    1892   1177   0.22212   0.15501   0.14386   1177    199    1283    650
1965    29   0.11495   0.11664   0.11021    1726    190    1631   8274   0.14054   0.17555   0.16138   1921    327    1861   6353   0.26453   0.12127   0.11433   2967    358    2952   3386   0.22584   0.11253   0.10654   1975    229    2039   1411   0.25414   0.14427   0.13456   1411    219    1517    849
1965    30   0.10174   0.10390   0.09877    1536    152    1460   8464   0.12836   0.15402   0.14300   1785    267    1733   6679   0.25636   0.10694   0.10151   2935    312    2914   3744   0.23200   0.09971   0.09497   2103    215    2152   1641   0.28153   0.13275   0.12449   1641    231    1741   1068
1965    31   0.09880   0.08502   0.08155    1384    113    1328   8616   0.11857   0.13135   0.12326   1670    213    1623   6946   0.24835   0.09092   0.08696   2891    261    2868   4056   0.23254   0.08707   0.08344   2200    195    2234   1856   0.30174   0.12105   0.11414   1856    236    1947   1299
1965    32   0.09984   0.06993   0.06757    1271     86    1228   8729   0.11148   0.11490   0.10866   1569    175    1527   7160   0.24218   0.07941   0.07638   2843    224    2820   4317   0.23010   0.08165   0.07844   2266    187    2286   2050   0.31640   0.11710   0.11062   2050    250    2139   1534
1965    33   0.10135   0.05417   0.05274    1185     63    1154   8815   0.10711   0.09212   0.08807   1480    133    1446   7335   0.23668   0.06784   0.06562   2795    188    2768   4540   0.22795   0.07029   0.06791   2304    163    2317   2237   0.32691   0.10815   0.10261   2237    250    2315   1785
1965    34   0.10231   0.04685   0.04577    1123     51    1097   8877   0.10458   0.07872   0.07574   1409    109    1381   7468   0.23269   0.05610   0.05457   2740    153    2719   4728   0.22614   0.06099   0.05918   2329    142    2334   2400   0.33428   0.09838   0.09377   2400    243    2468   2035
1965    35   0.10447   0.03961   0.03884    1071     42    1051   8929   0.10720   0.06241   0.06053   1352     83    1332   7577   0.23039   0.04831   0.04717   2696    129    2673   4881   0.22172   0.05250   0.05116   2339    123    2343   2542   0.33622   0.09165   0.08764   2542    238    2602   2278
1965    36   0.10554   0.03008   0.02963    1030     31    1015   8970   0.11776   0.04409   0.04314   1310     57    1297   7660   0.22849   0.03663   0.03597   2650     96    2631   5010   0.21684   0.04421   0.04325   2345    104    2342   2665   0.33137   0.08026   0.07716   2665    218    2716   2517
1965    37   0.09928   0.02755   0.02718     999     27     986   9001   0.12929   0.03148   0.03099   1283     40    1277   7717   0.23009   0.02958   0.02915   2611     77    2593   5106   0.21428   0.03595   0.03531   2338     84    2335   2768   0.32705   0.07356   0.07095   2768    207    2810   2735
1965    38   0.09993   0.02093   0.02071     972     20     962   9028   0.13145   0.02501   0.02470   1270     32    1265   7757   0.23548   0.02436   0.02407   2574     62    2559   5183   0.21117   0.02961   0.02918   2331     69    2328   2852   0.32198   0.06656   0.06441   2852    192    2886   2941
1965    39   0.10886   0.01560   0.01548     952     15     945   9048   0.12575   0.01971   0.01952   1259     25    1254   7789   0.24131   0.01710   0.01696   2544     43    2535   5245   0.20920   0.02377   0.02349   2324     55    2318   2921   0.31487   0.05598   0.05446   2921    165    2949   3133
