Sweden, Cohort fertility tables, birth orders 1 to 5+
Last modified: 11/01/2018
Cohort   x   b1x     l0x       m1x       q1x   Sb1x   b2x    l1x       m2x       q2x   Sb2x    b3x    l2x       m3x       q3x   Sb3x    b4x    l3x       m4x       q4x   Sb4x   b5px    l4x      m5px      q5px   Sb5px     chix
1955    12-    .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1955    13     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1955    14     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1955    15    24   10000   0.00242   0.00242      0     0      0         .         .      0      0      0         .         .      0      0      0         .         .      0      0      0         .         .       0        .
1955    16   120    9976   0.01211   0.01203     24     2     24   0.02509   0.08627      0      0      0         .         .      0      0      0         .         .      0      0      0         .         .       0        .
1955    17   271    9856   0.02793   0.02754    144     9    142   0.03390   0.06517      2      0      2   0.00000   0.00000      0      0      0         .         .      0      0      0         .         .       0        .
1955    18   437    9584   0.04662   0.04556    416    38    404   0.06277   0.09372     11      1     11   0.02521   0.06645      0      0      0         .         .      0      0      0         .         .       0        .
1955    19   611    9148   0.06905   0.06675    852    92    803   0.08619   0.11404     49      4     48   0.04468   0.08497      1      0      1   0.06884   0.24835      0      0      0         .         .       0        .
1955    20   651    8537   0.07923   0.07622   1463   167   1322   0.10648   0.12598    141      7    136   0.03359   0.05326      5      0      5   0.04572   0.07923      0      0      0   0.00000   0.00000       0     4.00
1955    21   643    7886   0.08502   0.08156   2114   271   1806   0.13608   0.15009    307     18    295   0.04228   0.06042     12      1     12   0.06491   0.11139      1      0      1   0.00000   0.00000       0     4.00
1955    22   617    7243   0.08896   0.08517   2757   382   2178   0.16635   0.17532    578     37    549   0.05125   0.06737     30      3     28   0.07290   0.11656      2      0      2   0.00000   0.00000       0     4.00
1955    23   607    6626   0.09593   0.09154   3374   443   2413   0.17741   0.18343    960     64    894   0.05890   0.07139     67      5     62   0.04941   0.07311      5      1      5   0.07344   0.10581       0     4.00
1955    24   656    6020   0.11533   0.10904   3980   484   2577   0.18178   0.18786   1403     93   1272   0.06370   0.07348    131     11    121   0.06515   0.08746     10      1     10   0.08411   0.13030       1     4.06
1955    25   599    5363   0.11839   0.11178   4637   520   2749   0.18650   0.18919   1887    124   1663   0.06671   0.07465    224     14    204   0.05378   0.06831     20      3     20   0.09853   0.13247       2     4.09
1955    26   542    4764   0.12053   0.11368   5236   541   2829   0.19130   0.19131   2407    164   2059   0.07280   0.07947    348     20    314   0.05314   0.06525     34      3     34   0.06422   0.08349       4     4.13
1955    27   478    4222   0.11995   0.11316   5778   533   2829   0.19015   0.18831   2949    177   2437   0.06762   0.07256    512     26    457   0.04924   0.05735     55      5     55   0.07898   0.09792       7     4.13
1955    28   433    3744   0.12287   0.11575   6256   552   2774   0.20319   0.19886   3481    206   2793   0.06956   0.07386    689     37    608   0.05365   0.06111     81      8     81   0.08080   0.09936      13     4.16
1955    29   389    3311   0.12472   0.11740   6689   512   2656   0.19755   0.19294   4033    244   3138   0.07454   0.07773    895     53    777   0.06036   0.06779    118     12    118   0.08163   0.09984      21     4.18
1955    30   340    2922   0.12346   0.11628   7078   481   2532   0.19552   0.19005   4545    256   3407   0.07268   0.07509   1139     65    968   0.06156   0.06761    171     17    171   0.08593   0.10240      33     4.19
1955    31   270    2582   0.11029   0.10453   7418   446   2391   0.19387   0.18672   5027    266   3632   0.07152   0.07329   1395     73   1159   0.05816   0.06301    236     19    236   0.06922   0.07992      50     4.21
1955    32   216    2313   0.09812   0.09353   7687   391   2214   0.18359   0.17637   5473    271   3812   0.06993   0.07103   1661     83   1352   0.05706   0.06104    309     27    309   0.07646   0.08666      69     4.22
1955    33   183    2096   0.09133   0.08734   7904   341   2040   0.17403   0.16729   5864    240   3932   0.06022   0.06100   1932     79   1540   0.04875   0.05130    392     27    392   0.06353   0.06994      96     4.24
1955    34   150    1913   0.08147   0.07828   8087   261   1882   0.14303   0.13880   6205    232   4033   0.05727   0.05748   2172     79   1701   0.04461   0.04661    471     29    471   0.05683   0.06162     123     4.26
1955    35   136    1763   0.08022   0.07713   8237   207   1770   0.11957   0.11716   6466    198   4063   0.04863   0.04869   2403     83   1853   0.04323   0.04458    550     39    550   0.06543   0.07034     152     4.28
1955    36   101    1627   0.06394   0.06196   8373   169   1699   0.10142   0.09939   6674    165   4072   0.04059   0.04061   2601     70   1969   0.03452   0.03536    633     36    633   0.05437   0.05736     191     4.30
1955    37    77    1527   0.05185   0.05054   8473   122   1631   0.07601   0.07495   6842    120   4076   0.02934   0.02935   2767     60   2064   0.02869   0.02910    702     33    702   0.04495   0.04687     227     4.32
1955    38    60    1449   0.04227   0.04139   8551    97   1586   0.06161   0.06090   6965     86   4078   0.02102   0.02105   2886     48   2124   0.02225   0.02245    762     29    762   0.03662   0.03776     260     4.34
1955    39    41    1389   0.03025   0.02980   8611    66   1549   0.04287   0.04253   7061     59   4089   0.01441   0.01443   2972     31   2162   0.01403   0.01412    810     25    810   0.03031   0.03088     289     4.36
1955    40    26    1348   0.01952   0.01933   8652    45   1525   0.02950   0.02932   7127     37   4096   0.00901   0.00902   3031     20   2191   0.00895   0.00898    840     19    840   0.02253   0.02279     314     4.37
1955    41    20    1322   0.01540   0.01528   8678    30   1506   0.01966   0.01960   7172     24   4104   0.00580   0.00581   3068     12   2208   0.00562   0.00563    860     13    860   0.01475   0.01485     333     4.39
1955    42    10    1302   0.00786   0.00783   8698    13   1497   0.00902   0.00901   7201     16   4110   0.00383   0.00383   3092     10   2219   0.00436   0.00436    873     10    873   0.01083   0.01089     346     4.40
1955    43     7    1292   0.00523   0.00522   8708     9   1494   0.00626   0.00625   7215      9   4107   0.00223   0.00223   3108      6   2225   0.00264   0.00264    882      9    882   0.00976   0.00980     355     4.40
1955    44     3    1285   0.00256   0.00256   8715     5   1491   0.00325   0.00325   7224      4   4108   0.00105   0.00105   3117      3   2229   0.00132   0.00132    888      4    888   0.00447   0.00448     364     4.41
1955    45     2    1282   0.00121   0.00121   8718     2   1489   0.00128   0.00128   7229      2   4108   0.00046   0.00046   3121      1   2230   0.00047   0.00047    891      2    891   0.00194   0.00194     368     4.41
1955    46     1    1280   0.00094   0.00094   8720     1   1489   0.00046   0.00046   7231      1   4108   0.00025   0.00025   3123      1   2231   0.00023   0.00023    892      1    892   0.00077   0.00077     370     4.41
1955    47     0    1279   0.00027   0.00027   8721     0   1490   0.00023   0.00023   7232      0   4108   0.00008   0.00008   3124      0   2231   0.00008   0.00008    893      1    893   0.00058   0.00058     370     4.41
1955    48     1    1278   0.00041   0.00041   8722     0   1490   0.00012   0.00012   7232      0   4108   0.00000   0.00000   3124      0   2231   0.00000   0.00000    893      0    893   0.00019   0.00019     371     4.42
1955    49     0    1278   0.00014   0.00014   8722     0   1490   0.00000   0.00000   7232      0   4108   0.00004   0.00004   3124      0   2231   0.00000   0.00000    893      0    893   0.00000   0.00000     371     4.42
1955    50     0    1278   0.00000   0.00000   8722     0   1490   0.00000   0.00000   7232      0   4108   0.00004   0.00004   3124      0   2232   0.00000   0.00000    893      0    893   0.00019   0.00019     371     4.42
1955    51     0    1278   0.00014   0.00014   8722     0   1490   0.00012   0.00012   7232      0   4108   0.00000   0.00000   3125      0   2232   0.00000   0.00000    893      0    893   0.00000   0.00000     371     4.42
1955    52     0    1278   0.00000   0.00000   8722     0   1490   0.00000   0.00000   7232      0   4108   0.00000   0.00000   3125      0   2232   0.00008   0.00008    893      0    893   0.00000   0.00000     371     4.42
1955    53     0    1278   0.00000   0.00000   8722     0   1490   0.00000   0.00000   7232      0   4108   0.00000   0.00000   3125      0   2232   0.00000   0.00000    893      0    893   0.00019   0.00019     371     4.42
1955    54     0    1278   0.00000   0.00000   8722     0   1490   0.00000   0.00000   7232      0   4108   0.00000   0.00000   3125      0   2232   0.00000   0.00000    893      0    893   0.00000   0.00000     371     4.42
1955    55+    0    1278   0.00000   0.00000   8722     0   1490   0.00000   0.00000   7232      0   4108   0.00000   0.00000   3125      0   2232   0.00000   0.00000    893      0    893   0.00000   0.00000     371     4.42
1956    12-    .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1956    13     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1956    14     6   10000   0.00057   0.00057      0     0      0         .         .      0      0      0         .         .      0      0      0         .         .      0      0      0         .         .       0        .
1956    15    29    9994   0.00287   0.00286      6     0      6   0.00956   0.03324      0      0      0         .         .      0      0      0         .         .      0      0      0         .         .       0        .
1956    16   106    9966   0.01071   0.01066     34     2     34   0.02656   0.06693      0      0      0   0.00000   0.00000      0      0      0         .         .      0      0      0         .         .       0        .
1956    17   259    9859   0.02664   0.02629    141     8    138   0.02958   0.05650      2      0      2   0.00000   0.00000      0      0      0         .         .      0      0      0         .         .       0        .
1956    18   415    9600   0.04419   0.04324    400    32    389   0.05472   0.08165     10      0     10   0.01457   0.03682      0      0      0         .         .      0      0      0         .         .       0        .
1956    19   557    9185   0.06257   0.06068    815    86    773   0.08480   0.11069     42      3     42   0.03617   0.07197      0      0      0   0.00000   0.00000      0      0      0         .         .       0        .
1956    20   622    8628   0.07475   0.07206   1372   163   1245   0.11032   0.13067    128     11    124   0.05570   0.08965      3      0      3   0.04237   0.10985      0      0      0         .         .       0        .
1956    21   611    8006   0.07941   0.07638   1994   260   1704   0.13857   0.15284    290     19    276   0.04713   0.06779     15      1     14   0.03978   0.06476      0      0      0   0.00000   0.00000       0     4.00
1956    22   580    7395   0.08164   0.07844   2605   341   2055   0.15689   0.16601    551     37    517   0.05560   0.07192     33      3     32   0.05918   0.09099      1      0      1   0.00000   0.00000       0     4.00
1956    23   619    6815   0.09512   0.09080   3185   428   2294   0.17897   0.18643    892     60    821   0.05920   0.07246     70      8     66   0.08419   0.11709      4      1      4   0.06705   0.12906       0     4.00
1956    24   641    6196   0.10901   0.10338   3804   469   2485   0.18258   0.18887   1319     88   1189   0.06372   0.07394    130     10    118   0.06640   0.08822     12      2     12   0.09417   0.13520       1     4.05
1956    25   598    5555   0.11382   0.10769   4445   515   2656   0.19081   0.19381   1789    128   1571   0.07264   0.08158    218     15    196   0.05753   0.07425     22      2     22   0.07262   0.09620       2     4.10
1956    26   552    4957   0.11793   0.11136   5043   524   2740   0.19012   0.19111   2303    138   1957   0.06403   0.07034    346     24    309   0.06454   0.07645     37      3     37   0.06619   0.08740       4     4.12
1956    27   497    4405   0.11959   0.11284   5595   561   2768   0.20518   0.20280   2827    186   2343   0.07363   0.07952    484     33    423   0.06588   0.07782     61      8     61   0.09999   0.12720       8     4.12
1956    28   462    3908   0.12562   0.11819   6092   560   2704   0.21088   0.20706   3388    229   2718   0.07953   0.08437    670     48    577   0.07234   0.08370     93      9     93   0.07601   0.09564      15     4.16
1956    29   405    3446   0.12499   0.11764   6554   529   2606   0.20773   0.20283   3948    259   3049   0.08121   0.08481    899     55    758   0.06373   0.07230    142     14    142   0.08231   0.09822      24     4.17
1956    30   348    3041   0.12143   0.11448   6959   503   2483   0.20934   0.20279   4477    267   3319   0.07772   0.08049   1158     71    961   0.06719   0.07404    196     17    196   0.07438   0.08786      38     4.19
1956    31   286    2693   0.11229   0.10632   7307   474   2327   0.21201   0.20348   4980    270   3555   0.07377   0.07588   1425     69   1157   0.05514   0.05992    268     25    268   0.08271   0.09343      55     4.21
1956    32   239    2406   0.10464   0.09944   7594   385   2140   0.18650   0.18013   5454    274   3759   0.07189   0.07296   1695     81   1358   0.05535   0.05930    337     29    337   0.07676   0.08593      80     4.24
1956    33   204    2167   0.09861   0.09398   7833   330   1994   0.17077   0.16537   5839    261   3870   0.06677   0.06737   1969     85   1552   0.05194   0.05488    418     37    418   0.07975   0.08788     109     4.26
1956    34   163    1963   0.08663   0.08303   8037   273   1868   0.15077   0.14632   6169    244   3939   0.06179   0.06201   2230     88   1727   0.04849   0.05069    503     43    503   0.07930   0.08620     146     4.29
1956    35   140    1800   0.08116   0.07799   8200   214   1757   0.12411   0.12152   6442    202   3968   0.05072   0.05079   2474     83   1884   0.04258   0.04393    590     37    590   0.05820   0.06228     189     4.32
1956    36    96    1660   0.05968   0.05795   8340   174   1684   0.10572   0.10328   6656    153   3980   0.03832   0.03842   2676     73   2003   0.03594   0.03666    673     42    673   0.05907   0.06229     226     4.34
1956    37    83    1564   0.05425   0.05281   8436   121   1607   0.07636   0.07544   6830    108   4001   0.02683   0.02687   2829     46   2082   0.02163   0.02195    746     35    746   0.04524   0.04663     268     4.36
1956    38    60    1481   0.04166   0.04081   8519    93   1568   0.06004   0.05942   6951     81   4015   0.02021   0.02024   2936     44   2144   0.02014   0.02032    792     30    792   0.03745   0.03848     303     4.38
1956    39    45    1421   0.03202   0.03151   8579    67   1535   0.04429   0.04397   7044     55   4027   0.01371   0.01373   3017     31   2182   0.01397   0.01405    836     23    836   0.02752   0.02802     333     4.40
1956    40    29    1376   0.02125   0.02103   8624    45   1513   0.02988   0.02972   7112     35   4039   0.00865   0.00866   3073     23   2206   0.01043   0.01046    866     19    866   0.02178   0.02207     357     4.41
1956    41    19    1347   0.01418   0.01408   8653    28   1496   0.01860   0.01855   7157     23   4049   0.00562   0.00562   3108     14   2218   0.00636   0.00637    889     13    889   0.01404   0.01415     376     4.42
1956    42    13    1328   0.00966   0.00961   8672    17   1488   0.01173   0.01171   7184     13   4054   0.00315   0.00315   3130      7   2227   0.00333   0.00333    904     11    904   0.01198   0.01202     388     4.43
1956    43     7    1315   0.00513   0.00511   8685    10   1483   0.00652   0.00651   7202      9   4059   0.00225   0.00225   3143      7   2232   0.00301   0.00301    911      6    911   0.00660   0.00662     399     4.44
1956    44     4    1309   0.00316   0.00316   8691     4   1480   0.00291   0.00291   7211      3   4059   0.00072   0.00072   3152      3   2235   0.00154   0.00154    918      5    918   0.00506   0.00507     405     4.44
1956    45     1    1304   0.00066   0.00066   8696     2   1480   0.00163   0.00163   7216      1   4060   0.00034   0.00034   3155      2   2234   0.00077   0.00077    921      2    921   0.00168   0.00168     410     4.45
1956    46     1    1304   0.00053   0.00053   8696     0   1478   0.00023   0.00023   7218      1   4062   0.00034   0.00034   3157      1   2234   0.00023   0.00023    923      2    923   0.00205   0.00205     412     4.45
1956    47     1    1303   0.00053   0.00053   8697     0   1479   0.00012   0.00012   7218      1   4060   0.00013   0.00013   3158      0   2235   0.00015   0.00015    923      1    923   0.00075   0.00075     413     4.45
1956    48     0    1302   0.00026   0.00026   8698     0   1479   0.00000   0.00000   7219      0   4060   0.00004   0.00004   3158      0   2235   0.00008   0.00008    924      0    924   0.00037   0.00037     414     4.45
1956    49     0    1302   0.00000   0.00000   8698     0   1480   0.00012   0.00012   7219      0   4060   0.00000   0.00000   3159      0   2235   0.00000   0.00000    924      0    924   0.00019   0.00019     414     4.45
1956    50     0    1302   0.00026   0.00026   8698     0   1479   0.00012   0.00012   7219      0   4060   0.00004   0.00004   3159      0   2235   0.00000   0.00000    924      0    924   0.00000   0.00000     415     4.45
1956    51     0    1301   0.00000   0.00000   8699     0   1480   0.00000   0.00000   7219      0   4060   0.00000   0.00000   3159      0   2235   0.00000   0.00000    924      0    924   0.00000   0.00000     415     4.45
1956    52     0    1301   0.00026   0.00026   8699     0   1480   0.00000   0.00000   7219      0   4060   0.00000   0.00000   3159      0   2235   0.00008   0.00008    924      0    924   0.00019   0.00019     415     4.45
1956    53     0    1301   0.00000   0.00000   8699     0   1480   0.00000   0.00000   7219      0   4060   0.00000   0.00000   3159      0   2235   0.00000   0.00000    924      0    924   0.00000   0.00000     415     4.45
1956    54     0    1301   0.00000   0.00000   8699     0   1480   0.00000   0.00000   7219      0   4060   0.00000   0.00000   3159      0   2235   0.00000   0.00000    924      0    924   0.00000   0.00000     415     4.45
1956    55+    1    1301   0.00040   0.00040   8699     0   1480   0.00000   0.00000   7219      0   4060   0.00000   0.00000   3159      0   2235   0.00000   0.00000    924      0    924   0.00000   0.00000     415     4.45
1957    12-    .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1957    13     0   10000   0.00000   0.00000      0     0      0         .         .      0      0      0         .         .      0      0      0         .         .      0      0      0         .         .       0        .
1957    14     4   10000   0.00038   0.00038      0     0      0         .         .      0      0      0         .         .      0      0      0         .         .      0      0      0         .         .       0        .
1957    15    25    9996   0.00247   0.00247      4     0      4   0.00000   0.00000      0      0      0         .         .      0      0      0         .         .      0      0      0         .         .       0        .
1957    16    94    9972   0.00945   0.00940     28     2     28   0.02035   0.05328      0      0      0         .         .      0      0      0         .         .      0      0      0         .         .       0        .
1957    17   234    9878   0.02398   0.02370    122     7    121   0.02986   0.05794      2      0      2   0.03842   0.12453      0      0      0         .         .      0      0      0         .         .       0        .
1957    18   362    9644   0.03824   0.03753    356    28    348   0.05369   0.07949      9      2      8   0.07032   0.18073      0      0      0   0.00000   0.00000      0      0      0         .         .       0        .
1957    19   483    9282   0.05338   0.05199    718    75    682   0.08495   0.11032     36      3     34   0.03952   0.08105      2      0      2   0.06213   0.10996      0      0      0         .         .       0        .
1957    20   549    8799   0.06442   0.06241   1201   136   1089   0.10460   0.12445    111      8    107   0.04529   0.07236      4      0      4   0.00000   0.00000      0      0      0   0.00000   0.00000       0     4.00
1957    21   586    8250   0.07366   0.07105   1750   248   1503   0.14850   0.16519    247     18    235   0.05215   0.07770     12      0     12   0.01739   0.03031      0      0      0   0.49480   0.97942       0     4.00
1957    22   619    7664   0.08422   0.08081   2336   324   1841   0.16276   0.17583    495     31    465   0.05026   0.06610     30      3     30   0.06172   0.09061      1      0      1   0.09479   0.32793       0     4.33
1957    23   642    7045   0.09545   0.09110   2955   390   2137   0.17253   0.18268    819     56    758   0.06099   0.07443     61      4     58   0.04696   0.06821      3      0      3   0.00000   0.00000       0     4.11
1957    24   631    6403   0.10371   0.09860   3597   447   2388   0.18037   0.18732   1209     88   1092   0.06889   0.08024    118     10    110   0.06726   0.09089      7      0      7   0.02930   0.04967       0     4.05
1957    25   597    5771   0.10905   0.10341   4229   505   2572   0.19286   0.19630   1657    119   1451   0.07210   0.08170    205     14    188   0.05806   0.07423     17      3     17   0.11076   0.15556       1     4.04
1957    26   568    5175   0.11614   0.10977   4825   541   2664   0.20220   0.20321   2161    151   1838   0.07418   0.08206    324     24    293   0.06786   0.08255     31      4     31   0.08269   0.11469       3     4.11
1957    27   536    4607   0.12366   0.11646   5393   564   2691   0.21086   0.20976   2703    198   2228   0.08230   0.08906    475     36    419   0.07143   0.08529     55      6     55   0.08789   0.11628       7     4.13
1957    28   485    4070   0.12665   0.11911   5930   592   2663   0.22684   0.22228   3267    243   2594   0.08791   0.09382    673     51    582   0.07471   0.08708     91     11     91   0.09501   0.12143      13     4.15
1957    29   433    3585   0.12864   0.12087   6415   562   2556   0.22549   0.21982   3859    246   2943   0.07939   0.08365    916     60    775   0.06897   0.07726    142     14    142   0.07884   0.09548      24     4.17
1957    30   391    3152   0.13209   0.12391   6848   538   2427   0.22869   0.22173   4421    271   3258   0.07988   0.08316   1163     71    961   0.06673   0.07368    202     20    202   0.08235   0.09681      38     4.19
1957    31   317    2761   0.12168   0.11470   7239   468   2280   0.21251   0.20544   4959    281   3526   0.07767   0.07973   1434     74   1161   0.05875   0.06398    272     22    272   0.06954   0.07902      58     4.21
1957    32   250    2445   0.10767   0.10217   7555   433   2128   0.21278   0.20361   5427    282   3713   0.07454   0.07605   1715     91   1368   0.06240   0.06676    347     30    347   0.07594   0.08594      79     4.23
1957    33   210    2195   0.10027   0.09548   7805   346   1944   0.18457   0.17808   5861    281   3864   0.07200   0.07261   1997     90   1559   0.05417   0.05749    438     34    438   0.07078   0.07802     109     4.25
1957    34   168    1985   0.08828   0.08454   8015   276   1808   0.15712   0.15244   6207    240   3929   0.06088   0.06116   2278     87   1750   0.04766   0.04975    528     42    528   0.07271   0.07870     143     4.27
1957    35   140    1817   0.08016   0.07707   8183   216   1700   0.13018   0.12726   6482    200   3965   0.05027   0.05037   2518     79   1903   0.04035   0.04163    615     41    615   0.06332   0.06740     185     4.30
1957    36   111    1677   0.06821   0.06596   8323   185   1624   0.11639   0.11374   6699    151   3981   0.03769   0.03785   2718     71   2024   0.03455   0.03523    694     43    694   0.05962   0.06268     226     4.33
1957    37    84    1567   0.05534   0.05385   8433   134   1550   0.08772   0.08632   6883    117   4015   0.02903   0.02909   2868     49   2103   0.02312   0.02349    765     33    765   0.04169   0.04303     269     4.35
1957    38    58    1482   0.03963   0.03886   8518    95   1500   0.06423   0.06342   7017     80   4032   0.01969   0.01973   2985     35   2170   0.01611   0.01627    815     26    815   0.03090   0.03157     302     4.37
1957    39    41    1425   0.02908   0.02867   8575    66   1463   0.04580   0.04540   7112     50   4048   0.01227   0.01229   3065     26   2215   0.01148   0.01155    850     20    850   0.02308   0.02342     328     4.39
1957    40    35    1384   0.02551   0.02518   8616    45   1437   0.03165   0.03154   7179     33   4065   0.00814   0.00815   3114     17   2239   0.00749   0.00752    875     19    875   0.02098   0.02118     348     4.40
1957    41    18    1349   0.01318   0.01310   8651    32   1427   0.02223   0.02212   7224     23   4077   0.00559   0.00560   3147     17   2255   0.00745   0.00746    892     13    892   0.01486   0.01500     367     4.41
1957    42    14    1331   0.01049   0.01044   8669    17   1413   0.01216   0.01214   7256     13   4085   0.00323   0.00323   3170      9   2261   0.00387   0.00387    909      9    909   0.01014   0.01019     380     4.42
1957    43     6    1318   0.00444   0.00443   8682     7   1410   0.00524   0.00523   7273     10   4089   0.00235   0.00235   3183      6   2266   0.00250   0.00250    918      8    918   0.00913   0.00916     389     4.42
1957    44     4    1312   0.00327   0.00327   8688     6   1408   0.00402   0.00402   7280      5   4087   0.00113   0.00113   3193      3   2270   0.00121   0.00121    924      4    924   0.00389   0.00390     398     4.43
1957    45     2    1307   0.00183   0.00183   8693     2   1407   0.00146   0.00146   7286      2   4088   0.00050   0.00050   3198      2   2271   0.00083   0.00083    926      2    926   0.00185   0.00185     401     4.43
1957    46     2    1305   0.00157   0.00157   8695     1   1407   0.00073   0.00073   7288      1   4088   0.00021   0.00021   3200      1   2272   0.00038   0.00038    928      2    928   0.00166   0.00166     403     4.43
1957    47     0    1303   0.00013   0.00013   8697     0   1408   0.00000   0.00000   7289      1   4088   0.00013   0.00013   3201      0   2272   0.00008   0.00008    929      0    929   0.00018   0.00018     404     4.44
1957    48     1    1303   0.00053   0.00053   8697     1   1408   0.00049   0.00049   7289      0   4088   0.00000   0.00000   3201      0   2272   0.00008   0.00008    929      0    929   0.00018   0.00018     405     4.44
1957    49     0    1302   0.00013   0.00013   8698     0   1408   0.00000   0.00000   7290      0   4089   0.00000   0.00000   3201      0   2272   0.00000   0.00000    929      0    929   0.00037   0.00037     405     4.44
1957    50     0    1302   0.00026   0.00026   8698     0   1408   0.00024   0.00024   7290      0   4089   0.00004   0.00004   3201      0   2272   0.00008   0.00008    929      0    929   0.00000   0.00000     405     4.44
1957    51     0    1302   0.00000   0.00000   8698     0   1408   0.00000   0.00000   7290      0   4089   0.00000   0.00000   3201      0   2272   0.00000   0.00000    930      0    930   0.00000   0.00000     405     4.44
1957    52     0    1302   0.00013   0.00013   8698     0   1408   0.00012   0.00012   7290      0   4089   0.00000   0.00000   3201      0   2272   0.00000   0.00000    930      0    930   0.00000   0.00000     405     4.44
1957    53     0    1301   0.00000   0.00000   8699     0   1408   0.00000   0.00000   7290      0   4089   0.00000   0.00000   3201      0   2272   0.00000   0.00000    930      0    930   0.00000   0.00000     405     4.44
1957    54     0    1301   0.00026   0.00026   8699     0   1408   0.00012   0.00012   7290      0   4089   0.00000   0.00000   3201      0   2272   0.00000   0.00000    930      0    930   0.00000   0.00000     405     4.44
1957    55+    0    1301   0.00013   0.00013   8699     0   1409   0.00000   0.00000   7290      0   4089   0.00000   0.00000   3201      0   2272   0.00000   0.00000    930      0    930   0.00018   0.00018     405     4.44
1958    12-    0   10000   0.00002   0.00002      0     0      0         .         .      0      0      0         .         .      0      0      0         .         .      0      0      0         .         .       0        .
1958    13     1   10000   0.00008   0.00008      0     0      0   0.00000   0.00000      0      0      0         .         .      0      0      0         .         .      0      0      0         .         .       0        .
1958    14     4    9999   0.00039   0.00039      1     0      1   0.00000   0.00000      0      0      0         .         .      0      0      0         .         .      0      0      0         .         .       0        .
1958    15    21    9995   0.00209   0.00208      5     0      5   0.00000   0.00000      0      0      0         .         .      0      0      0         .         .      0      0      0         .         .       0        .
1958    16    84    9974   0.00850   0.00847     26     2     26   0.02606   0.06800      0      0      0         .         .      0      0      0         .         .      0      0      0         .         .       0        .
1958    17   199    9890   0.02032   0.02012    110     9    108   0.04274   0.08024      2      1      2   0.09987   0.33187      0      0      0         .         .      0      0      0         .         .       0        .
1958    18   308    9691   0.03230   0.03178    309    26    299   0.05854   0.08621     10      1     10   0.02567   0.05842      1      0      1   0.24885   0.33128      0      0      0         .         .       0        .
1958    19   449    9383   0.04902   0.04785    617    67    581   0.08674   0.11526     36      3     35   0.04253   0.08143      1      0      1   0.08285   0.19727      0      0      0   0.00000   0.00000       0     4.00
1958    20   523    8934   0.06032   0.05855   1066   127    963   0.10953   0.13205    103      8     99   0.04740   0.07600      4      1      4   0.10736   0.20773      0      0      0   0.24815   0.49266       0     4.00
1958    21   593    8411   0.07308   0.07050   1589   221   1359   0.14339   0.16299    230     17    219   0.05349   0.07847     12      1     10   0.07122   0.12548      1      0      1   0.10430   0.16426       0     4.17
1958    22   610    7818   0.08113   0.07797   2182   291   1730   0.15372   0.16789    452     34    423   0.06114   0.07970     29      2     26   0.04390   0.07053      2      0      2   0.05500   0.07587       0     4.15
1958    23   609    7208   0.08825   0.08452   2792   378   2049   0.17438   0.18424    742     54    680   0.06473   0.08011     62      6     58   0.06937   0.09845      4      0      4   0.00000   0.00000       1     4.13
1958    24   610    6599   0.09691   0.09243   3401   435   2281   0.18344   0.19049   1120     83   1003   0.07041   0.08275    117     10    107   0.06813   0.09146     10      2     10   0.11136   0.16569       1     4.06
1958    25   611    5989   0.10749   0.10201   4011   499   2457   0.19852   0.20305   1554    121   1355   0.07840   0.08934    200     18    180   0.07972   0.10242     20      1     20   0.05086   0.07456       2     4.11
1958    26   590    5378   0.11610   0.10973   4622   554   2569   0.21427   0.21577   2053    166   1732   0.08622   0.09588    321     27    283   0.07686   0.09576     38      5     38   0.09602   0.13001       4     4.10
1958    27   566    4788   0.12569   0.11826   5212   583   2605   0.22447   0.22375   2607    202   2120   0.08738   0.09522    487     40    422   0.07893   0.09411     65      8     65   0.09062   0.11816       9     4.13
1958    28   522    4222   0.13169   0.12355   5778   584   2588   0.22826   0.22553   3190    239   2501   0.08929   0.09545    689     50    584   0.07313   0.08497    105     12    105   0.09027   0.11160      16     4.16
1958    29   455    3700   0.13108   0.12302   6300   580   2526   0.23558   0.22974   3774    280   2846   0.09356   0.09849    928     63    773   0.07105   0.08105    155     16    155   0.08621   0.10367      28     4.18
1958    30   416    3245   0.13681   0.12805   6755   552   2401   0.23687   0.23011   4354    288   3146   0.08779   0.09148   1208     73    991   0.06613   0.07332    217     23    217   0.09072   0.10588      44     4.20
1958    31   341    2829   0.12816   0.12045   7171   516   2264   0.23722   0.22803   4907    297   3411   0.08435   0.08706   1496     87   1206   0.06608   0.07185    290     31    290   0.09278   0.10664      67     4.23
1958    32   269    2489   0.11438   0.10820   7511   433   2088   0.21591   0.20744   5423    290   3630   0.07844   0.07999   1793     92   1416   0.06089   0.06515    377     36    377   0.08630   0.09687      98     4.26
